best_epoch,best_metric,execution,input_projector,khop,loss_id,loss_name,model_name,run_dir,seed,setting_id,spatial,status,target_station_name,temporal,train_log,variant_id,windowsize
nan,nan,dry_run,slope,3,meankge,mean_kge,gr2n,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase1_architecture\S0001_gr2n_gcn_tail_slope_w24_k3_meankge\seed_0042,42,S0001_gr2n_gcn_tail_slope_w24_k3_meankge,gcn,dry_run,,tail_mean,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase1_architecture\S0001_gr2n_gcn_tail_slope_w24_k3_meankge\seed_0042\train.log,gr2n_gcn_tail_slope,24
