best_epoch,best_metric,calibrate_kge_denorm,calibrate_nse_denorm,calibrate_rmse_denorm,execution,input_projector,khop,loss_id,loss_name,model_name,return_code,run_dir,seed,setting_id,spatial,status,target_station_name,temporal,train_best_val_kge,train_best_val_kge_denorm,train_best_val_loss,train_log,variant_id,verify_kge_denorm,verify_nse_denorm,verify_rmse_denorm,verify_shiquan_kge_denorm,verify_target_station_kge_denorm,windowsize
4.0,0.8312094807624817,0.8305227160453796,0.7826066613197327,146.2305145263672,finished,slope,3,meankge,mean_kge,gr2n,0,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase1_architecture\S0001_gr2n_gcn_tail_slope_w24_k3_meankge\seed_0042,42,S0001_gr2n_gcn_tail_slope_w24_k3_meankge,gcn,success,,tail_mean,-0.7429658737919592,0.8312094807624817,1.7428605017642151,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase1_architecture\S0001_gr2n_gcn_tail_slope_w24_k3_meankge\seed_0042\train.log,gr2n_gcn_tail_slope,0.8213679194450378,0.6840552091598511,135.7332305908203,0.7770923376083374,nan,24
