setting_id,variant_id,seed,windowsize,khop,loss_name,loss_id,target_station_name,model_name,input_projector,spatial,temporal,run_dir,train_log,execution,status,best_epoch,best_metric
S0001_gr2n_gcn_tail_slope_w24_k3_meankge,gr2n_gcn_tail_slope,42,24,3,mean_kge,meankge,,gr2n,slope,gcn,tail_mean,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase1_architecture\S0001_gr2n_gcn_tail_slope_w24_k3_meankge\seed_0042,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase1_architecture\S0001_gr2n_gcn_tail_slope_w24_k3_meankge\seed_0042\train.log,dry_run,dry_run,,
