setting_id,variant_id,seed,windowsize,khop,loss_name,loss_id,target_station_name,model_name,input_projector,spatial,temporal,run_dir,train_log,execution,status,best_epoch,best_metric
S0001_best_model_from_phase2_w24_k3_meankge,best_model_from_phase2,42,24,3,mean_kge,meankge,,gr2n,slope,gat,attention,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase3_objective\S0001_best_model_from_phase2_w24_k3_meankge\seed_0042,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase3_objective\S0001_best_model_from_phase2_w24_k3_meankge\seed_0042\train.log,dry_run,dry_run,,
S0001_best_model_from_phase2_w24_k3_meankge,best_model_from_phase2,3407,24,3,mean_kge,meankge,,gr2n,slope,gat,attention,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase3_objective\S0001_best_model_from_phase2_w24_k3_meankge\seed_3407,F:\research\Research\Routing\code\checkpoints\experiments\routing_phase3_objective\S0001_best_model_from_phase2_w24_k3_meankge\seed_3407\train.log,dry_run,dry_run,,
