best_metric,epoch,lr,seconds,train_kge,train_loss,train_mae,train_nse,train_rmse,val_kge,val_kge_denorm,val_loss,val_mae,val_nse,val_rmse
0.6209259033203125,1,0.001,567.639773607254,-0.37207717787844974,1.3713714635447716,0.17535888869495028,0.6128889744719975,0.21696801215500566,-1.8238702521048051,0.6209259033203125,2.825060183796332,0.12144464108269139,0.14868458404991988,0.14722186929037243
